task,representation,null_index,future_alignment,leave_one_out_alignment
relation_graph,norm_only_fixed_direction,182,0.9545225501060486,0.9587911367416382
relation_graph,norm_only_fixed_direction,183,0.9541887640953064,0.9586038589477539
relation_graph,norm_only_fixed_direction,184,0.955234706401825,0.9593096375465393
relation_graph,norm_only_fixed_direction,185,0.9542638063430786,0.9585655331611633
relation_graph,norm_only_fixed_direction,186,0.9543241262435913,0.958733320236206
relation_graph,norm_only_fixed_direction,187,0.9542572498321533,0.9586789608001709
relation_graph,norm_only_fixed_direction,188,0.9541000127792358,0.9585398435592651
relation_graph,norm_only_fixed_direction,189,0.9549296498298645,0.9591891169548035
relation_graph,norm_only_fixed_direction,190,0.9540603160858154,0.958452045917511
relation_graph,norm_only_fixed_direction,191,0.9544530510902405,0.9588158130645752
